# lemma	count — freq ranking for --freq/--maxEntries (must-keep 20M+, top50k 5M-). MIT.
вермонт	4968037
ребрышки	4968036
рядового	4968035
кончаите	4968034
волосатыи	4968033
затеяла	4968032
телки	4968031
разрушаешь	4968030
моральнои	4968029
подождете	4968028
беременную	4968027
прикольная	4968026
листе	4968025
сложите	4968024
винченцо	4968023
удалила	4968022
бульон	4968021
открывала	4968020
клюв	4968019
собеседовании	4968018
прибавить	4968017
приданое	4968016
коробочку	4968015
евангелие	4968014
дешевое	4968013
улыбаетесь	4968012
сведениям	4968011
бриз	4968010
кубик	4968009
связывались	4968008
яркои	4968007
конечная	4968006
шрамов	4968005
невилл	4968004
пингвины	4968003
нанесены	4968002
официантом	4968001
выручил	4968000
полученных	4967999
растил	4967998
седле	4967997
прелестное	4967996
воисками	4967995
граимс	4967994
isn	4967993
лом	4967992
марлон	4967991
свадьбах	4967990
паршивец	4967989
сказывается	4967988
ругаются	4967987
банкомат	4967986
центральную	4967985
мадриде	4967984
раскрои	4967983
страшен	4967982
резни	4967981
сдержаться	4967980
исследованиям	4967979
поблагодари	4967978
радаре	4967977
донахью	4967976
гена	4967975
миллиметров	4967974
метку	4967973
химикатов	4967972
торчу	4967971
телохранителя	4967970
конструкции	4967969
пиццерии	4967968
смитти	4967967
джинн	4967966
гастроли	4967965
давние	4967964
местью	4967963
участков	4967962
песнями	4967961
брифинг	4967960
лужу	4967959
разряда	4967958
проезжали	4967957
одеваитесь	4967956
ледяная	4967955
прежнее	4967954
просветить	4967953
gooffi	4967952
жижи	4967951
заинтересовались	4967950
утопил	4967949
правителя	4967948
вламываться	4967947
чиновники	4967946
косячок	4967945
suis	4967944
прилететь	4967943
вакансии	4967942
крича	4967941
удивляешься	4967940
развеселить	4967939
поменялся	4967938
злобу	4967937
кепка	4967936
агонии	4967935
затею	4967934
баров	4967933
красавиц	4967932
охотничии	4967931
guess	4967930
агрессивным	4967929
придаст	4967928
трястись	4967927
февраль	4967926
заблокированы	4967925
sheypa	4967924
броситься	4967923
ксавье	4967922
географии	4967921
исторического	4967920
неприязнь	4967919
опал	4967918
ярдах	4967917
кусочкам	4967916
сандвич	4967915
совершении	4967914
почистил	4967913
гонконга	4967912
мотивов	4967911
приходе	4967910
попадаются	4967909
извиняется	4967908
голосовые	4967907
бухгалтера	4967906
both	4967905
вдову	4967904
дверцу	4967903
днлю	4967902
уснули	4967901
восхитителен	4967900
изучая	4967899
вылечил	4967898
неладное	4967897
потерпит	4967896
неспособность	4967895
садист	4967894
сик	4967893
запомнят	4967892
палмера	4967891
наемник	4967890
сшила	4967889
хуанита	4967888
ain	4967887
playing	4967886
обнимает	4967885
отмыть	4967884
карусели	4967883
взорву	4967882
незнакомым	4967881
дэви	4967880
учите	4967879
микрофона	4967878
плантации	4967877
танцовщицеи	4967876
вставь	4967875
дите	4967874
обучил	4967873
отлучиться	4967872
тыл	4967871
заживет	4967870
перерыве	4967869
ѕк	4967868
рек	4967867
бабули	4967866
каюты	4967865
континент	4967864
гигантского	4967863
завербовать	4967862
адамса	4967861
вешают	4967860
деревьям	4967859
дженне	4967858
спешки	4967857
кузов	4967856
american	4967855
женитьбе	4967854
альбоме	4967853
глупостью	4967852
набросилась	4967851
фентон	4967850
прокомментировать	4967849
вагнера	4967848
выводи	4967847
уикэнд	4967846
наносить	4967845
подобрался	4967844
психотерапевта	4967843
лечебницу	4967842
пастырь	4967841
уинстона	4967840
выздоровел	4967839
отложи	4967838
говориться	4967837
впечатляющии	4967836
боевую	4967835
снесло	4967834
людовик	4967833
сломанных	4967832
обречена	4967831
неитом	4967830
ланы	4967829
thanks	4967828
родительского	4967827
янбяел	4967826
беглецов	4967825
продумать	4967824
бездомного	4967823
меиси	4967822
bang	4967821
преимуществом	4967820
бессмысленнои	4967819
иностранныи	4967818
передние	4967817
налоговая	4967816
объектив	4967815
утомляет	4967814
осведомлен	4967813
распускать	4967812
студенческии	4967811
